,categories,genres,id,is_free,playtime_forever,price,purchase_date,release_date,tags,total_negative_reviews,total_positive_reviews
73,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",73,False,0.0,4800,2018-03-01,2017-07-11,"Indie,Adventure,Action,Platformer,Atmospheric,Puzzle,Puzzle-Platformer,Dark,Singleplayer,Dystopian,Political,2.5D,Story Rich,Horror,Stealth,Side Scroller,Sci-fi,Cinematic,Survival,Classic",67.0,223.0
74,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie",74,False,0.133333333,3600,2017-04-11,2012-11-02,"Dark Humor,Violent,Gore,FPS,Action,Open World,Classic,Singleplayer,Sandbox,Mature,Comedy,Funny,First-Person,Adventure,Shooter,Multiplayer,Satire,Family Friendly,Moddable,Indie",1690.0,32422.0
75,"Single-player,Multi-player,Co-op","Action,Strategy",75,False,0.0,3600,2018-01-30,2007-07-17,"Strategy,Action,Tactical,Military,Singleplayer,Simulation",55.0,94.0
76,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,RPG",76,False,0.0,4800,,2011-08-16,"Great Soundtrack,Indie,Action,Narration,Singleplayer,RPG,Hack and Slash,Story Rich,Dynamic Narration,Isometric,Adventure,Action RPG,Masterpiece,Fantasy,Atmospheric,Colorful,Post-apocalyptic,2D,Music,Twin Stick Shooter",,
77,"Single-player,Steam Achievements,Steam Trading Cards,Captions available","Adventure,Indie",77,False,3.066666667,2600,2018-07-02,2016-04-04,"Choices Matter,Indie,Adventure,Political,Historical,Choose Your Own Adventure,Story Rich,Multiple Endings,Singleplayer,Atmospheric,Action,Exploration,Point & Click,Replay Value,Great Soundtrack,Short,Violent,3D Vision,Third Person",197.0,608.0
78,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",78,False,0.0,7800,2019-06-27,2017-07-21,"Adventure,Story Rich,Atmospheric,Fantasy,Female Protagonist,Cyberpunk,Choices Matter,Singleplayer,Third Person,Point & Click,Great Soundtrack,Episodic,Futuristic,Kickstarter,Sci-fi,Choose Your Own Adventure,Exploration,Masterpiece,Indie,Walking Simulator",412.0,1990.0
79,"Single-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,79,False,1.85,3600,2017-08-01,2011-11-17,"Open World,Action,Comedy,Co-op,Third-Person Shooter,Funny,Sandbox,Third Person,Online Co-Op,Character Customization,Singleplayer,Great Soundtrack,Shooter,Multiplayer,Crime,Female Protagonist,Adventure,Satire,RPG,Zombies",1358.0,31291.0
80,"Single-player,Steam Achievements,Steam Trading Cards","Indie,Simulation,Strategy",80,False,0.0,9900,2019-06-27,2017-07-14,"Strategy,War,Historical,RTS,Simulation,Tactical,Indie,Multiplayer,Wargame,America,Military,Singleplayer,Open World,Real Time Tactics,Early Access",424.0,2638.0
81,"Single-player,Multi-player,Steam Trading Cards,Steam Cloud,Includes level editor","Simulation,Strategy",81,False,0.05,3200,2019-02-08,2013-10-21,"Strategy,Medieval,RTS,Multiplayer,Classic,City Builder,Tactical,Historical,Economy,Simulation,Singleplayer,Building,Masterpiece,Sandbox,Adventure,Co-op,Action,Great Soundtrack,2D,Remake",136.0,3430.0
82,"Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie",82,False,5.916666667,6800,2016-11-03,2013-06-06,"Platformer,Adventure,Puzzle,Co-op,Fantasy,Indie,Online Co-Op,Local Co-Op,Beautiful,Action,Physics,Multiplayer,Great Soundtrack,Singleplayer,Atmospheric,2D,RPG,Casual,Medieval,Local Multiplayer",491.0,11298.0
83,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",RPG,83,False,6.3666666670000005,9500,2019-02-23,2018-02-27,"JRPG,RPG,Classic,Story Rich,Great Soundtrack,Singleplayer,Time Travel,Fantasy,Retro,Anime,Cult Classic,Replay Value,Sci-fi,2D,Turn-Based,Multiple Endings,Masterpiece,Pixel Graphics,Action,Adventure",390.0,1382.0
84,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Leaderboards","Indie,Simulation,Strategy",84,False,0.0,7800,2017-12-22,2013-10-14,"Simulation,Politics,Strategy,Indie,Turn-Based,Political,Singleplayer,Economy,Management,Sandbox,Moddable,Difficult,2D,Turn-Based Strategy,Education,Casual,Capitalism,Sequel,Funny",1430.0,3958.0
85,"Multi-player,MMO,Steam Achievements,Steam Trading Cards,Includes level editor","Free to Play,Indie,Massively Multiplayer",85,True,0.133333333,0,2017-01-04,2015-01-30,"Free to Play,Multiplayer,Funny,Massively Multiplayer,2D,Platformer,Casual,Cute,Racing,Adventure,Online Co-Op,Indie,Survival,Strategy,Mouse only,Co-op,Action,Comedy,Family Friendly,Puzzle",49.0,261.0
86,"Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie",86,False,0.11666666699999999,600,2016-09-20,2015-07-06,"Puzzle,Casual,Indie,Minimalist,Short,Singleplayer,Relaxing,2D,Great Soundtrack,Difficult,Atmospheric,Logic",172.0,6148.0
87,"Single-player,Co-op,Steam Cloud",Action,87,False,0.0,6800,2018-01-30,2008-02-29,"Action,FPS,Shooter,Co-op,Singleplayer,Multiplayer,Military,Open World,First-Person,War,Masterpiece,Controller",203.0,331.0
88,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards",Action,88,True,0.0,0,2019-07-29,2011-11-03,"Platformer,Great Soundtrack,Action,Fast-Paced,3D Platformer,Singleplayer,2D,Moddable,Adventure,Colorful,Classic,Retro,Family Friendly,Time Travel,Third Person,Controller,3D,3D Vision,Replay Value,Funny",425.0,5016.0
89,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure",89,False,3.083333333,16800,2017-11-27,2016-02-04,"Anime,Fighting,Action,Ninja,Multiplayer,Adventure,Story Rich,Singleplayer,Local Multiplayer,Great Soundtrack,Third Person,Fantasy,Atmospheric,Open World,Online Co-Op,Co-op,Beat 'em up,Local Co-Op,Memes,Heist",3002.0,14647.0
90,"Single-player,Steam Achievements,Full controller support,Steam Cloud",RPG,90,False,32.76666667,9900,2017-12-07,2015-11-09,"Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual",27235.0,68660.0
91,"Single-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,91,False,0.1,29900,2019-06-27,2017-03-21,"Action,Open World,Hunting,Co-op,Action RPG,Hack and Slash,Character Customization,Anime,RPG,JRPG,Controller,Singleplayer",175.0,678.0
92,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Strategy,92,False,0.0,9500,2018-03-11,2012-10-11,"Turn-Based Strategy,Tactical,Strategy,Sci-fi,Turn-Based,Aliens,Singleplayer,Base Building,Turn-Based Tactics,Unforgiving,Replay Value,Addictive,Multiplayer,Perma Death,Action,RPG,Character Customization,Difficult,Masterpiece,Atmospheric",1421.0,24817.0
93,"Single-player,Steam Achievements","Adventure,Indie",93,False,0.0,5000,2018-05-11,2018-01-22,"Cyberpunk,Pixel Graphics,Story Rich,Choices Matter,Great Soundtrack,Adventure,Atmospheric,Indie,Point & Click,Singleplayer,Sci-fi,2D,Nudity,Violent,LGBTQ+,Visual Novel,Retro,Dystopian",245.0,2941.0
94,"Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor,Commentary available","Action,Adventure",94,False,0.45,3700,2016-11-28,2011-04-18,"Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Multiplayer,Action,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space",1653.0,115489.0
95,"Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,VR Support,SteamVR Collectibles,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie",95,False,1.533333333,11200,2017-12-27,2016-12-06,"Zombies,VR,Horror,Action,Multiplayer,FPS,Adventure,Survival,Indie,Gore,Survival Horror,Shooter,First-Person,Open World,Violent,Co-op,Singleplayer,Post-apocalyptic,Funny,Difficult",536.0,3102.0
96,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Indie,96,False,0.0,3600,2018-11-17,2013-12-13,"Platformer,Puzzle,Indie,Metroidvania,2D,Steampunk,Singleplayer,Puzzle-Platformer,Action,Adventure,Difficult,Physics,Exploration,Side Scroller,Retro,Atmospheric,Great Soundtrack,Cute,Dark Fantasy,Nonlinear",185.0,1127.0
97,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",97,False,0.0,7900,2016-11-09,2013-05-28,"Adventure,Point & Click,Indie,Fantasy,Cult Classic,Retro,Classic,1990's,Singleplayer,Story Rich,Atmospheric,Puzzle,Masterpiece,Remake,Great Soundtrack,Third Person",153.0,1393.0
98,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards","Action,Adventure,Indie",98,False,0.0,4800,2018-02-16,2012-04-17,"Metroidvania,Adventure,Indie,Action,2D,Exploration,Sci-fi,Singleplayer,Local Co-Op,Puzzle,Controller,Psychedelic,Co-op,Atmospheric,Multiplayer",44.0,328.0
99,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie,Strategy",99,False,0.0,4200,2018-05-11,2016-08-18,"Action,Indie,Strategy,Pixel Graphics,Mythology,Rogue-lite,Rogue-like,Singleplayer,Great Soundtrack",82.0,408.0
100,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Indie,Simulation",100,False,0.8,3600,2017-10-31,2006-11-29,"Sandbox,Multiplayer,Funny,Moddable,Building,Comedy,Co-op,First-Person,Mod,Physics,Simulation,Online Co-Op,FPS,Singleplayer,Action,Shooter,Animation & Modeling,Indie,Massively Multiplayer,Adventure",14590.0,322460.0
101,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",101,False,0.1,6800,2017-10-25,2017-08-01,"Walking Simulator,Adventure,Story Rich,Sci-fi,Female Protagonist,Indie,Space,First-Person,Exploration,Atmospheric,Singleplayer,Mystery,Futuristic,Short,Cyberpunk,Illuminati,Casual,Great Soundtrack,LGBTQ+,Psychological Horror",210.0,1415.0
102,Single-player,"Action,Adventure,RPG",102,False,2.8,3600,2017-03-03,2007-05-01,"Adventure,Point & Click,Female Protagonist,Story Rich,Classic,Masterpiece,Fantasy,Sci-fi,Singleplayer,Cult Classic,Great Soundtrack,Puzzle,Retro,1990's,Funny,Remake,Futuristic,Comedy,Third Person",94.0,1015.0
103,"Single-player,Steam Achievements,Partial Controller Support",Indie,103,False,0.0,3600,2017-10-28,2008-12-15,"Metroidvania,Indie,Exploration,Female Protagonist,Great Soundtrack,Adventure,Underwater,2D,Singleplayer,Beautiful,Action,Fantasy,Atmospheric,Open World,Side Scroller,Platformer,Story Rich,Philisophical,Puzzle,Action-Adventure",43.0,468.0
104,"Single-player,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation,Strategy",104,False,0.5,2900,2017-03-10,2012-09-14,"Rogue-like,Space,Strategy,Sci-fi,Indie,Singleplayer,Perma Death,Difficult,Replay Value,Real-Time with Pause,Great Soundtrack,2D,Simulation,Survival,Rogue-lite,Adventure,Pixel Graphics,Masterpiece,RPG,Atmospheric",1454.0,34729.0
105,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled",Strategy,105,False,0.0,9800,2018-03-08,2016-04-21,"Strategy,Warhammer 40K,Space,RTS,Sci-fi,Multiplayer,Games Workshop,Singleplayer,Tactical,Real Time Tactics,Action,Fantasy,Gothic,Co-op,Survival,Great Soundtrack,War,Masterpiece,Naval",1256.0,2644.0
106,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Adventure,106,False,0.0,8800,2019-04-09,2017-05-26,"Adventure,Puzzle,Exploration,Atmospheric,Great Soundtrack,Singleplayer,Colorful,Fantasy,Indie,3D Platformer,Open World,Relaxing,Story Rich,Action,Third Person,Walking Simulator,Platformer,Casual,Family Friendly,Controller",188.0,1813.0
107,Single-player,"Indie,Audio Production",107,True,0.033333333,0,2018-09-01,2017-04-20,"Audio Production,Indie,VR,Music",0.0,0.0
108,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,Simulation",108,False,0.0,3700,2018-02-27,2018-02-22,"Indie,Simulation,Adventure,Choices Matter,Story Rich,Political,Dystopian,Singleplayer,Point & Click,Interactive Fiction,Hacking,Detective,Great Soundtrack,Visual Novel,Mystery,Puzzle,Atmospheric",131.0,463.0
109,"Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Indie,Strategy",109,False,1.6833333330000002,7000,2019-04-14,2017-11-16,"World War I,Multiplayer,FPS,Action,Realistic,War,Historical,Violent,Shooter,Strategy,Military,Gore,Indie,First-Person,Singleplayer,Simulation,Atmospheric,Early Access,Survival,Co-op",595.0,3129.0
110,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,Indie",110,False,0.0,7900,2016-11-09,2014-05-06,"Adventure,Point & Click,Indie,Singleplayer,Puzzle,Story Rich,Fantasy,Great Soundtrack,Atmospheric,Masterpiece,Hand-drawn,Comedy",212.0,611.0
111,"Single-player,Shared/Split Screen,Partial Controller Support",RPG,111,False,0.25,6800,2018-03-22,2014-04-29,"RPG,Fantasy,Great Soundtrack,Female Protagonist,Turn-Based,Adventure,Platformer,2D,Atmospheric,Story Rich,Hand-drawn,Masterpiece,Beautiful,Singleplayer,Local Co-Op,Side Scroller,Cute,Turn-Based Strategy,Indie,Casual",696.0,9038.0
112,"Single-player,Full controller support,VR Support","Action,Casual,Free to Play,Indie",112,True,0.083333333,0,2017-11-21,2015-01-19,"VR,Free to Play,Indie,Education,Action,Casual,Singleplayer,Sci-fi,Science,Exploration,Dynamic Narration,3D Vision,Funny,Comedy,Racing,Physics,Simulation,Space",2.0,3.0
113,Single-player,RPG,113,False,1.75,6800,2016-11-28,2012-10-29,"RPG,Fantasy,Open World,Dragons,Third Person,Action RPG,Adventure,Singleplayer,Action,Magic,Character Customization,Atmospheric,Medieval,Comedy,Great Soundtrack,Female Protagonist,Funny,Story Rich,Masterpiece,First-Person",395.0,1683.0
114,"Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Gore,114,False,0.0,6800,2018-01-30,2018-07-03,"Destruction,Open World,Mars,Sci-fi,Physics,Third-Person Shooter,Action,Gore,Sandbox,Singleplayer,Multiplayer,Shooter,Third Person,Great Soundtrack",304.0,973.0
115,Single-player,"Action,RPG",115,False,0.2,9900,2018-05-09,2008-12-19,"RPG,Sci-fi,Story Rich,Action,Third-Person Shooter,Space,Singleplayer,Great Soundtrack,Third Person,Choices Matter,Shooter,Female Protagonist,Character Customization,Adventure,Masterpiece,Open World,Atmospheric,Romance,Real-Time with Pause,Action RPG",639.0,9674.0
116,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",116,False,0.0,10000,2018-10-29,2017-04-11,"Action,Female Protagonist,Hack and Slash,Sexual Content,Nudity,Singleplayer,Spectacle fighter,Great Soundtrack,Mature,Character Action Game,Adventure,Fantasy,Fast-Paced,Third Person,Beat 'em up,Comedy,Anime,Gore,Classic,Atmospheric",854.0,8836.0
117,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Action,117,False,0.0,6800,2018-01-30,2009-09-15,"Open World,Action,Destruction,Physics,Sci-fi,Third Person,Mars,Third-Person Shooter,Multiplayer,Singleplayer,Sandbox,Shooter,Adventure,Atmospheric,Masterpiece,Co-op,Great Soundtrack,Controller,Survival,FPS",553.0,5190.0
118,"Single-player,Steam Trading Cards","Adventure,Indie",118,False,1.4166666669999999,1100,2018-04-24,2016-01-29,"Puzzle,Indie,Point & Click,Adventure,Horror,Surreal,Psychological Horror,Mystery,Singleplayer,Atmospheric,Hand-drawn,2D",91.0,1373.0
119,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud",RPG,119,False,2.5333333330000003,13800,2017-04-10,2018-05-08,"RPG,Party-Based RPG,Isometric,Story Rich,Fantasy,Singleplayer,CRPG,Character Customization,Choices Matter,Open World,Real-Time with Pause,Adventure,Pirates,Turn-Based,Great Soundtrack,Exploration,Nudity,Atmospheric,Romance,Female Protagonist",712.0,3393.0
120,"VR Support,SteamVR Collectibles",Design & Illustration,120,False,2.3,6800,2017-11-19,2016-04-05,"Design & Illustration,VR,Hand-drawn,Singleplayer,Casual",24.0,333.0
121,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Action,RPG",121,False,0.0,4800,2017-04-04,2014-07-31,"Hack and Slash,Action,RPG,Arcade,Co-op,Masterpiece,Adventure,Linear,Local Co-Op,Fantasy,Online Co-Op,Beat 'em up,Multiplayer,Singleplayer,Action RPG,Isometric,Top-Down,Magic,Third Person,Female Protagonist",1442.0,424.0
122,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation",122,False,0.5,7000,2019-05-01,2019-01-29,"Simulation,Building,Singleplayer,Education,Realistic,Sandbox,Indie,First-Person,Relaxing,Casual,Management,Early Access,Puzzle,Funny,Great Soundtrack,Replay Value,Multiplayer,Atmospheric,VR,Nudity",850.0,8121.0
123,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Includes level editor","Indie,RPG,Strategy",123,False,0.533333333,8500,2017-06-28,2014-01-14,"RPG,Turn-Based,Strategy,Tactical,Turn-Based Strategy,Indie,Story Rich,Fantasy,Great Soundtrack,Kickstarter,Tactical RPG,Choices Matter,Hand-drawn,Atmospheric,2D,Singleplayer,Crowdfunded,Strategy RPG,Adventure,Masterpiece",1007.0,8353.0
124,Single-player,"Adventure,Indie",124,False,0.0,7000,2019-06-27,2014-05-08,"FMV,Detective,Noir,Cyberpunk,Adventure,Mystery,First-Person,Atmospheric,Multiple Endings,Dystopian,Comedy,Cinematic,Surreal,Nonlinear,Dynamic Narration,Mouse only,Difficult,Indie,Sci-fi,Kickstarter",42.0,419.0
125,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Early Access",125,False,0.0,7000,2018-09-19,2018-09-13,"Early Access,Survival,Space,Early Access,Comedy,Crafting,Adventure,First-Person,Open World,Singleplayer,Exploration,Sci-fi,Indie,Sandbox,Atmospheric,Base Building,Action,Aliens,FPS,Horror",295.0,3068.0
126,"Multi-player,Online Multi-Player,Partial Controller Support","Action,Free to Play,Early Access",126,True,0.133333333,0,2018-12-03,2018-06-05,"Early Access,Battle Royale,Free to Play,Multiplayer,Shooter,Early Access,Survival,PvP,Third-Person Shooter,Action,Third Person,Competitive,FPS,Fantasy,Team-Based,Massively Multiplayer,Co-op,Open World,Online Co-Op,Memes",2.0,6.0
127,Single-player,"Casual,Free to Play",127,True,0.0,0,2019-01-19,2019-01-15,"VR,Design & Illustration,Beautiful,Animation & Modeling,Free to Play,Casual",0.0,0.0
128,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",128,False,0.0,6900,2018-04-21,2016-11-15,"Adventure,Point & Click,Story Rich,Great Soundtrack,Masterpiece,2D,Retro,Cult Classic,1990's,Classic",110.0,634.0
129,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Violent,Gore,Adventure",129,False,0.0,9900,2019-08-11,2017-03-24,"Story Rich,Visual Novel,Puzzle,Mystery,Psychological Horror,Choices Matter,Multiple Endings,Adventure,Anime,Great Soundtrack,Atmospheric,Violent,Gore,Sci-fi,Horror,Singleplayer,Point & Click,Time Travel,Thriller,Detective",52.0,898.0
130,"Single-player,Multi-player,Online Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Racing,130,False,1.4,15400,2017-12-21,2016-09-02,"Racing,Futuristic,Fast-Paced,Great Soundtrack,Indie,Sci-fi,Multiplayer,Colorful,VR,Singleplayer,Arcade,Driving,Simulation,Difficult,Space,Atmospheric,Action,Split Screen,Sports",333.0,2125.0
131,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Indie,Strategy",131,False,0.016666667,6800,2018-08-04,2016-03-10,"Board Game,Strategy,Card Game,Multiplayer,Turn-Based,Steampunk,Indie,Turn-Based Strategy,Replay Value,2D,Singleplayer,Stylized,Atmospheric,Fantasy,Great Soundtrack,Competitive,Politics,Early Access,Comedy,Soundtrack",450.0,2790.0
132,"Single-player,Multi-player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Valve Anti-Cheat enabled",Action,132,False,0.6333333329999999,6800,2018-11-22,2015-12-07,"Co-op,Online Co-Op,Local Co-Op,Twin Stick Shooter,Top-Down Shooter,Action,Multiplayer,Sci-fi,Comedy,4 Player Local,Funny,Top-Down,Shooter,Space,Strategy,Difficult,Mechs,Survival,Isometric,Hack and Slash",888.0,10595.0
133,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",Action,133,False,49.38333333,30800,2018-08-12,2018-08-09,"Hunting,Co-op,Multiplayer,Action,Open World,RPG,Third Person,Adventure,Fantasy,Character Customization,Difficult,Singleplayer,Action RPG,Exploration,Great Soundtrack,Replay Value,Atmospheric,Hack and Slash,JRPG,Souls-like",20286.0,56368.0
134,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",134,False,0.0,1800,2018-04-24,2018-01-11,"Puzzle,Indie,Point & Click,Adventure,Psychological Horror,Horror,Atmospheric,Singleplayer,Mystery,2D,Story Rich",76.0,1081.0
135,"Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor",Strategy,135,False,0.0,6900,2019-09-07,2017-08-11,"Strategy,World War II,RTS,War,Historical,Realistic,Multiplayer,Real-Time,Tanks,Singleplayer,Real Time Tactics,Military",883.0,2048.0
136,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud","Action,Simulation",136,False,0.85,8800,2017-10-27,2013-11-15,"Space,Simulation,Sci-fi,Action,Space Sim,Sandbox,Singleplayer,Open World,Economy,Trading,Strategy,Atmospheric,Moddable,4X,Adventure,Exploration,Great Soundtrack,Masterpiece,Management",2951.0,1945.0
137,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Leaderboards","Action,Indie,Strategy",137,False,0.0,4800,2018-11-25,2016-09-14,"Action,Strategy,VR,Indie,FPS,Multiplayer,Singleplayer,Survival,Early Access,Shooter,First-Person",96.0,507.0
138,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Action,138,False,0.7,11200,2018-06-22,2016-09-29,"Action,Story Rich,Time Manipulation,Singleplayer,Sci-fi,Cinematic,Third Person,Third-Person Shooter,Atmospheric,Adventure,Choices Matter,Episodic,Shooter,Time Travel,Bullet Time,Great Soundtrack,Open World,Controller,Masterpiece,Stealth",1424.0,8215.0
139,"Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,Indie",139,False,0.0,5900,2019-02-27,2013-10-25,"Point & Click,Adventure,Comedy,Indie,Funny,Dark Humor,Female Protagonist,Singleplayer,Psychological,Puzzle,2D,Story Rich,Great Soundtrack",138.0,656.0
140,"Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Massively Multiplayer",140,False,0.0,26800,2019-06-21,2016-10-27,"Anime,Fighting,Action,Character Customization,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,Beat 'em up,MMORPG,Great Soundtrack,Dragons,Casual,Moddable",2040.0,8356.0
141,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie",141,False,0.0,11200,2018-04-22,2017-10-17,"Adventure,VR,Action,Puzzle,Indie,First-Person",55.0,365.0
142,"Single-player,Steam Achievements,Steam Trading Cards,VR Support,Partial Controller Support,Steam Cloud","Casual,Indie,RPG,Simulation",142,False,0.5,800,2015-09-12,2014-08-18,"Simulation,Indie,Relaxing,Casual,Singleplayer,Masterpiece,Great Soundtrack,God Game,Beautiful,Experimental,Space,Nature,Music,Procedural Generation,Realistic,Third Person,Difficult,Illuminati,Funny,VR",1194.0,9318.0
143,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Adventure,Indie",143,False,4.216666667,3700,2016-10-04,2016-01-14,"Story Rich,Choices Matter,Atmospheric,Supernatural,Female Protagonist,Indie,Adventure,Mystery,Horror,Great Soundtrack,Singleplayer,Multiple Endings,Thriller,Psychological Horror,Walking Simulator,Side Scroller,2.5D,2D,Short,Lovecraftian",402.0,5361.0
144,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","Indie,Strategy",144,False,0.0,11600,2018-03-13,2012-06-12,"Strategy,Space,RTS,Sci-fi,4X,Multiplayer,Moddable,War,Singleplayer,Aliens,Exploration,Diplomacy,Action,Real-Time,Co-op,Simulation,Grand Strategy,Great Soundtrack,Indie,Adventure",480.0,5791.0
145,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie,Simulation",145,False,0.0,7000,2019-03-30,2018-11-07,"Adventure,Action,Simulation,Indie,Gore,Historical,Documentary,Submarine",74.0,67.0
146,"Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",RPG,146,False,0.0,9000,2019-06-27,2018-02-27,"Anime,JRPG,RPG,Cute,Female Protagonist,Hack and Slash,Action,Sexual Content,Nudity,Multiplayer,Action RPG,Fantasy,Singleplayer,Comedy,Great Soundtrack,Visual Novel,MMORPG,Third Person,Adventure,Psychological Horror",410.0,2789.0
147,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",147,False,0.0,7900,2016-11-13,2013-10-17,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Funny,Indie,Story Rich,Hand-drawn,Classic,Cult Classic,2D,Great Soundtrack,Retro,1990's",126.0,1074.0
